Student ID,Name,Faculty,Advisor's Name,Email,Phone Number,Date of Birth,Gender,Address,Semesters,GPA,Scholarship Status / Tuition Fees,Clubs Attending
12220113,Gulnoza,ISE,Kang Daehyun,gulnoza12@inha.edu,010-9277-6454,2000-12-26,F,"41 Ondang-Ro, Seo-Gu, Incheon 127554",6,3.41,100%,0
12220114,Shohjahon,ISE,Park Jimin,shohjahon91@inha.edu,010-3538-7834,1995-07-14,M,"47 Cheongun-Ro, Seo-Gu, Incheon 125014",6,4.01,25%,0
12220115,Ruslan Bakyt,KLC,Choi Minseo,bakyt10@inha.edu,010-6214-7019,1999-06-01,M,"30 Ondang-Ro, Namdong-Gu, Incheon 123160",6,2.77,Full Tuition Fee,0
12220116,Lee Jisoo,IBT,Park Jimin,jisoo72@inha.edu,010-6728-6487,1999-01-04,F,"56 Myeongdong-Ro, Namdong-Gu, Incheon 125834",6,2.23,Full Tuition Fee,Game Programming
12220117,Shohjahon,ISE,Choi Minseo,shohjahon46@inha.edu,010-2338-7357,1995-03-18,M,"64 Myeongdong-Ro, Gyeyang-Gu, Incheon 120887",6,3.57,Full Tuition Fee,Dance Club
12220118,Kang Seoyeon,IBT,Kim Seokjin,seoyeon37@inha.edu,010-7879-8868,2001-04-21,F,"39 Jungang-Ro, Seo-Gu, Incheon 121203",6,2.95,Full Tuition Fee,Music Society
12220119,Kim Minho,IBT,Choi Minseo,minho43@inha.edu,010-6411-7338,2004-04-05,M,"81 Ondang-Ro, Namdong-Gu, Incheon 121257",6,3.95,25%,Dance Club
12220120,Takahashi Mei,KLC,Kim Seokjin,mei91@inha.edu,010-1351-6185,2000-08-25,F,"33 Geumgang-Ro, Bupyeong-Gu, Incheon 124413",6,3.48,Full Tuition Fee,Debate Team
12220121,Adi Putri,KLC,Kang Daehyun,putri40@inha.edu,010-6627-2801,1999-01-21,F,"17 Jungang-Ro, Seo-Gu, Incheon 127732",6,4.33,50%,Music Society
12220122,Park Hyunjin,IBT,Lee Hana,hyunjin92@inha.edu,010-6477-9537,2003-06-17,M,"70 Jungang-Ro, Namdong-Gu, Incheon 120361",6,3.49,50%,0
12220123,Shohjahon,ISE,Park Jimin,shohjahon19@inha.edu,010-6935-2499,1995-07-21,M,"18 Jungang-Ro, Seo-Gu, Incheon 127464",6,2.18,25%,Skating
12220124,Aung Kyaw,KLC,Jung Hoseok,kyaw35@inha.edu,010-6899-3141,2005-02-02,M,"39 Jungang-Ro, Seo-Gu, Incheon 121780",6,2.1,100%,0
12220125,Meerim Zhumagul,KLC,Lee Hana,zhumagul88@inha.edu,010-3148-8968,1999-07-13,F,"88 Ondang-Ro, Namdong-Gu, Incheon 128833",6,2.01,100%,0
12220126,Choi Soojin,IBT,Kang Daehyun,soojin85@inha.edu,010-2656-5333,2005-10-03,F,"5 Ondang-Ro, Seo-Gu, Incheon 121681",6,4.41,Full Tuition Fee,Dance Club
12220127,Choi Soojin,IBT,Jung Hoseok,soojin89@inha.edu,010-3350-8919,2000-07-09,F,"60 Ondang-Ro, Yeonsu-Gu, Incheon 129736",6,2.93,100%,Skating
12220128,Jung Donghyun,IBT,Kang Daehyun,donghyun77@inha.edu,010-7731-4659,2001-01-09,M,"97 Ondang-Ro, Yeonsu-Gu, Incheon 129650",6,3.24,Full Tuition Fee,Rock Climbing
12220129,Shohjahon,ISE,Lee Hana,shohjahon16@inha.edu,010-2458-4010,1999-10-10,M,"9 Myeongdong-Ro, Yeonsu-Gu, Incheon 126035",6,2.4,Full Tuition Fee,0
12220130,Shohjahon,ISE,Lee Hana,shohjahon9@inha.edu,010-6688-9131,1998-04-26,M,"72 Cheongun-Ro, Seo-Gu, Incheon 129931",6,2.54,Full Tuition Fee,0
12220131,Jahongir,ISE,Jung Hoseok,jahongir34@inha.edu,010-1182-2155,2002-01-03,M,"97 Ondang-Ro, Yeonsu-Gu, Incheon 123451",6,4.36,Full Tuition Fee,Rock Climbing
12220132,Gulnoza,ISE,Choi Minseo,gulnoza57@inha.edu,010-6986-8595,2003-08-22,F,"7 Ondang-Ro, Bupyeong-Gu, Incheon 128442",6,3.8,Full Tuition Fee,Drama Club
12220133,Shohjahon,ISE,Jung Eunji,shohjahon48@inha.edu,010-2046-9729,2004-05-26,M,"47 Geumgang-Ro, Namdong-Gu, Incheon 124138",6,3.2,Full Tuition Fee,Skating
12220134,Kim Minho,IBT,Kim Seokjin,minho38@inha.edu,010-1999-6926,1998-10-25,M,"27 Jungang-Ro, Namdong-Gu, Incheon 128376",6,3.96,Full Tuition Fee,0
12220000,Shohjahon,ISE,Park Jimin,shohjahon7@inha.edu,010-1387-7364,2004-10-24,M,"44 Jungang-Ro, Namdong-Gu, Incheon 120487",5,2.13,Full Tuition Fee,Drama Club
12220001,Ruslan Bakyt,KLC,Lee Hana,bakyt44@inha.edu,010-2984-2734,1996-12-10,M,"74 Cheongun-Ro, Seo-Gu, Incheon 123978",5,4.0,50%,Game Programming
12220002,Sarvar,ISE,Lee Hana,sarvar35@inha.edu,010-1580-2767,2005-05-22,M,"51 Ondang-Ro, Yeonsu-Gu, Incheon 120270",5,2.2,Full Tuition Fee,0
12220003,Park Hyunjin,IBT,Kim Seokjin,hyunjin98@inha.edu,010-1379-7672,1999-12-20,M,"2 Ondang-Ro, Gyeyang-Gu, Incheon 124650",5,3.94,Full Tuition Fee,Dance Club
12220004,Shohjahon,ISE,Kim Seokjin,shohjahon10@inha.edu,010-9519-3381,2001-04-15,M,"25 Geumgang-Ro, Bupyeong-Gu, Incheon 129264",5,2.16,Full Tuition Fee,Drama Club
12220005,Park Hyunjin,IBT,Kim Seokjin,hyunjin94@inha.edu,010-6193-2093,2000-09-19,M,"92 Geumgang-Ro, Namdong-Gu, Incheon 127369",5,3.5,Full Tuition Fee,Rock Climbing
12220006,Dilnoza,ISE,Jung Eunji,dilnoza43@inha.edu,010-2037-1055,2001-06-18,F,"24 Jungang-Ro, Gyeyang-Gu, Incheon 124412",5,3.45,50%,0
12220007,Takahashi Mei,KLC,Kim Seokjin,mei54@inha.edu,010-7974-9912,1998-10-05,F,"6 Cheongun-Ro, Namdong-Gu, Incheon 121055",5,2.73,Full Tuition Fee,Skating
12220008,Sarvar,ISE,Park Jimin,sarvar3@inha.edu,010-5649-7384,2002-08-25,M,"52 Geumgang-Ro, Namdong-Gu, Incheon 129786",5,3.72,25%,Drama Club
12220009,Lee Jisoo,IBT,Kim Seokjin,jisoo70@inha.edu,010-1639-8834,2005-12-01,F,"21 Ondang-Ro, Bupyeong-Gu, Incheon 123349",5,4.13,50%,Dance Club
12220010,Jahongir,ISE,Kang Daehyun,jahongir74@inha.edu,010-9437-6851,2003-10-25,M,"28 Ondang-Ro, Seo-Gu, Incheon 126718",5,2.08,Full Tuition Fee,Skating
12220011,Lee Jisoo,IBT,Jung Eunji,jisoo43@inha.edu,010-4675-4659,1999-08-01,F,"85 Ondang-Ro, Namdong-Gu, Incheon 120011",5,3.76,Full Tuition Fee,0
12220012,Dilnoza,ISE,Choi Minseo,dilnoza12@inha.edu,010-3820-4151,2002-09-05,F,"44 Geumgang-Ro, Gyeyang-Gu, Incheon 126378",5,4.41,100%,Game Programming
12220013,Aibek Temir,KLC,Jung Eunji,temir55@inha.edu,010-1200-1367,2004-09-04,M,"40 Myeongdong-Ro, Bupyeong-Gu, Incheon 124433",5,3.0,Full Tuition Fee,0
12220014,Thuzar Hnin,KLC,Kim Seokjin,hnin7@inha.edu,010-6395-1929,2002-11-17,F,"97 Jungang-Ro, Namdong-Gu, Incheon 123055",5,3.32,25%,0
12220015,Park Hyunjin,IBT,Kang Daehyun,hyunjin70@inha.edu,010-4325-5610,1998-03-03,M,"24 Cheongun-Ro, Yeonsu-Gu, Incheon 124979",5,3.66,Full Tuition Fee,0
12220016,Madina,ISE,Kim Seokjin,madina57@inha.edu,010-1286-9672,1997-06-02,F,"52 Geumgang-Ro, Seo-Gu, Incheon 123429",5,2.27,Full Tuition Fee,Music Society
12220017,Kang Seoyeon,IBT,Park Jimin,seoyeon59@inha.edu,010-4569-2769,1998-10-10,F,"50 Jungang-Ro, Seo-Gu, Incheon 128336",5,2.84,Full Tuition Fee,Music Society
12220018,Kang Seoyeon,IBT,Kim Seokjin,seoyeon21@inha.edu,010-6454-3307,1996-09-21,F,"5 Cheongun-Ro, Bupyeong-Gu, Incheon 125138",5,2.63,Full Tuition Fee,Debate Team
12220019,Sarvar,ISE,Kang Daehyun,sarvar94@inha.edu,010-9002-9005,1997-02-24,M,"26 Myeongdong-Ro, Yeonsu-Gu, Incheon 120407",5,3.67,50%,Game Programming
12220020,Ziyoda,ISE,Jung Hoseok,ziyoda44@inha.edu,010-8930-7241,2000-04-03,F,"6 Geumgang-Ro, Bupyeong-Gu, Incheon 125441",5,2.87,Full Tuition Fee,Music Society
12220021,Kang Seoyeon,IBT,Park Jimin,seoyeon9@inha.edu,010-6288-8330,1998-01-26,F,"32 Myeongdong-Ro, Bupyeong-Gu, Incheon 129221",5,4.03,Full Tuition Fee,Kayaking
12220022,Park Hyunjin,IBT,Kang Daehyun,hyunjin90@inha.edu,010-9358-2209,1995-06-11,M,"23 Myeongdong-Ro, Yeonsu-Gu, Incheon 125017",5,3.09,25%,Kayaking
12220023,Shohjahon,ISE,Kang Daehyun,shohjahon74@inha.edu,010-6545-1990,2002-11-23,M,"93 Geumgang-Ro, Namdong-Gu, Incheon 122450",5,2.95,100%,Debate Team
12220024,Jahongir,ISE,Park Jimin,jahongir32@inha.edu,010-6883-4166,1999-06-17,M,"29 Jungang-Ro, Namdong-Gu, Incheon 129841",5,2.42,50%,Dance Club
12220025,Islom,ISE,Choi Minseo,islom26@inha.edu,010-7906-2805,2005-04-22,M,"51 Ondang-Ro, Seo-Gu, Incheon 127776",5,2.08,Full Tuition Fee,Debate Team
12220026,Ziyoda,ISE,Jung Hoseok,ziyoda29@inha.edu,010-9172-5939,1995-07-02,F,"37 Geumgang-Ro, Bupyeong-Gu, Incheon 121114",5,3.76,Full Tuition Fee,Dance Club
12220027,Min Win,KLC,Choi Minseo,win34@inha.edu,010-3049-7801,2002-05-21,M,"46 Ondang-Ro, Bupyeong-Gu, Incheon 121504",5,2.68,Full Tuition Fee,Debate Team
12220028,Kim Minho,IBT,Jung Eunji,minho5@inha.edu,010-7552-6069,2004-10-15,M,"73 Jungang-Ro, Bupyeong-Gu, Incheon 123797",5,3.7,100%,Kayaking
12220029,Park Hyunjin,IBT,Jung Hoseok,hyunjin53@inha.edu,010-6622-2445,1995-04-27,M,"96 Ondang-Ro, Gyeyang-Gu, Incheon 128108",5,4.42,100%,0
12220030,Yamada Taro,KLC,Kim Seokjin,taro33@inha.edu,010-1124-2116,2001-03-08,M,"86 Cheongun-Ro, Bupyeong-Gu, Incheon 124175",5,2.27,25%,Dance Club
12220031,Malika,ISE,Choi Minseo,malika1@inha.edu,010-3474-5620,1995-11-07,F,"83 Geumgang-Ro, Seo-Gu, Incheon 120722",5,3.15,Full Tuition Fee,Skating
12220032,Aung Kyaw,KLC,Jung Hoseok,kyaw26@inha.edu,010-2740-3804,1998-12-26,M,"87 Jungang-Ro, Yeonsu-Gu, Incheon 120066",5,3.31,Full Tuition Fee,Skating
12220033,Thuzar Hnin,KLC,Kang Daehyun,hnin35@inha.edu,010-2336-3302,1995-04-05,F,"89 Geumgang-Ro, Yeonsu-Gu, Incheon 129705",5,4.12,Full Tuition Fee,Rock Climbing
12220034,Park Hyunjin,IBT,Jung Hoseok,hyunjin56@inha.edu,010-5471-6175,1997-04-13,M,"91 Cheongun-Ro, Gyeyang-Gu, Incheon 123655",5,3.8,100%,0
12220035,Shohjahon,ISE,Choi Minseo,shohjahon43@inha.edu,010-8701-8604,2004-09-13,M,"93 Ondang-Ro, Yeonsu-Gu, Incheon 120811",5,2.84,50%,Drama Club
12220036,Nazira Erkin,KLC,Lee Hana,erkin71@inha.edu,010-9637-6554,1998-12-10,F,"51 Myeongdong-Ro, Yeonsu-Gu, Incheon 123108",5,4.07,100%,Rock Climbing
12220037,Park Hyunjin,IBT,Kang Daehyun,hyunjin42@inha.edu,010-6519-7425,2004-01-11,M,"58 Myeongdong-Ro, Bupyeong-Gu, Incheon 121808",5,3.93,50%,Debate Team
12220038,Tanaka Haruka,KLC,Jung Eunji,haruka11@inha.edu,010-3774-4947,1996-03-25,F,"22 Cheongun-Ro, Namdong-Gu, Incheon 127014",5,2.87,Full Tuition Fee,0
12220039,Choi Soojin,IBT,Jung Eunji,soojin46@inha.edu,010-4129-9240,1997-09-12,F,"99 Cheongun-Ro, Yeonsu-Gu, Incheon 122374",5,2.28,25%,Game Programming
12220040,Choi Soojin,IBT,Jung Hoseok,soojin87@inha.edu,010-7560-6210,2003-06-21,F,"34 Myeongdong-Ro, Yeonsu-Gu, Incheon 125946",5,4.14,50%,Drama Club
12220041,Malika,ISE,Kim Seokjin,malika78@inha.edu,010-9815-3255,1998-11-10,F,"7 Geumgang-Ro, Gyeyang-Gu, Incheon 127864",5,3.97,50%,Game Programming
12220042,Madina,ISE,Kim Seokjin,madina97@inha.edu,010-4918-5662,1997-03-02,F,"67 Geumgang-Ro, Namdong-Gu, Incheon 124153",5,3.87,Full Tuition Fee,0
12220043,Malika,ISE,Kim Seokjin,malika95@inha.edu,010-1575-8157,2000-05-05,F,"63 Ondang-Ro, Yeonsu-Gu, Incheon 123837",5,4.44,Full Tuition Fee,Kayaking
12220044,Tanaka Haruka,KLC,Jung Eunji,haruka19@inha.edu,010-7373-8107,1998-06-01,F,"93 Jungang-Ro, Gyeyang-Gu, Incheon 129338",5,4.48,100%,Rock Climbing
12220045,Kim Minho,IBT,Jung Hoseok,minho84@inha.edu,010-1053-7981,2005-10-25,M,"12 Ondang-Ro, Namdong-Gu, Incheon 129071",5,2.54,Full Tuition Fee,Skating
12220046,Choi Soojin,IBT,Lee Hana,soojin88@inha.edu,010-7157-2363,2002-12-25,F,"21 Geumgang-Ro, Seo-Gu, Incheon 122524",5,2.6,50%,Dance Club
12220047,Park Hyunjin,IBT,Kang Daehyun,hyunjin30@inha.edu,010-5390-8868,2005-07-28,M,"76 Myeongdong-Ro, Yeonsu-Gu, Incheon 126707",5,3.39,Full Tuition Fee,Dance Club
12220048,Madina,ISE,Lee Hana,madina21@inha.edu,010-7120-5127,1998-11-21,F,"74 Jungang-Ro, Gyeyang-Gu, Incheon 127544",5,4.22,25%,Game Programming
12220049,Takahashi Mei,KLC,Park Jimin,mei36@inha.edu,010-8496-4257,2000-09-07,F,"20 Jungang-Ro, Namdong-Gu, Incheon 120704",5,2.28,50%,Debate Team
12220050,Park Hyunjin,IBT,Jung Eunji,hyunjin14@inha.edu,010-1815-4661,1995-06-26,M,"85 Ondang-Ro, Bupyeong-Gu, Incheon 129241",5,4.21,Full Tuition Fee,Debate Team
12220051,Thuzar Hnin,KLC,Choi Minseo,hnin6@inha.edu,010-6684-2700,1998-06-18,F,"61 Myeongdong-Ro, Namdong-Gu, Incheon 128791",5,3.63,Full Tuition Fee,0
12220052,Dilnoza,ISE,Kang Daehyun,dilnoza52@inha.edu,010-2397-1123,2005-04-12,F,"90 Ondang-Ro, Yeonsu-Gu, Incheon 129437",5,3.61,100%,Skating
12220053,Park Hyunjin,IBT,Jung Eunji,hyunjin68@inha.edu,010-7334-1568,2003-02-08,M,"10 Cheongun-Ro, Seo-Gu, Incheon 126778",5,3.18,Full Tuition Fee,Kayaking
12220054,Choi Soojin,IBT,Kang Daehyun,soojin69@inha.edu,010-1236-1477,2004-11-03,F,"16 Ondang-Ro, Seo-Gu, Incheon 123555",5,2.39,Full Tuition Fee,Dance Club
12220055,Lee Jisoo,IBT,Kang Daehyun,jisoo45@inha.edu,010-4589-3696,1999-03-14,F,"6 Geumgang-Ro, Bupyeong-Gu, Incheon 121085",5,3.52,Full Tuition Fee,Game Programming
12220056,Lee Jisoo,IBT,Lee Hana,jisoo26@inha.edu,010-8012-5169,1996-03-17,F,"87 Myeongdong-Ro, Namdong-Gu, Incheon 129589",5,2.71,50%,0
12220057,Islom,ISE,Park Jimin,islom3@inha.edu,010-2907-3527,1999-04-01,M,"94 Geumgang-Ro, Seo-Gu, Incheon 124122",5,3.03,50%,Kayaking
12220058,Yamada Taro,KLC,Park Jimin,taro19@inha.edu,010-1605-2630,1997-04-14,M,"32 Ondang-Ro, Yeonsu-Gu, Incheon 126438",5,3.7,Full Tuition Fee,Kayaking
12220059,Lee Jisoo,IBT,Choi Minseo,jisoo66@inha.edu,010-4951-7562,1998-06-05,F,"18 Jungang-Ro, Yeonsu-Gu, Incheon 124036",5,3.59,Full Tuition Fee,Kayaking
12220060,Gulnoza,ISE,Kang Daehyun,gulnoza28@inha.edu,010-8853-3810,1996-06-10,F,"2 Cheongun-Ro, Seo-Gu, Incheon 122517",5,3.63,50%,Drama Club
12220061,Nguyen Hoa,KLC,Jung Eunji,hoa21@inha.edu,010-5236-4142,1998-02-23,F,"93 Cheongun-Ro, Yeonsu-Gu, Incheon 123070",5,3.46,Full Tuition Fee,Rock Climbing
12220062,Jahongir,ISE,Jung Eunji,jahongir87@inha.edu,010-1095-4561,1997-03-01,M,"34 Geumgang-Ro, Bupyeong-Gu, Incheon 121867",5,3.91,Full Tuition Fee,Rock Climbing
12220063,Aizada Nurlan,KLC,Choi Minseo,nurlan50@inha.edu,010-7217-9935,2001-09-22,F,"52 Ondang-Ro, Namdong-Gu, Incheon 122518",5,3.16,Full Tuition Fee,Rock Climbing
12220064,Kim Minho,IBT,Jung Hoseok,minho65@inha.edu,010-7288-7270,2001-12-24,M,"59 Myeongdong-Ro, Namdong-Gu, Incheon 125331",5,2.71,50%,Skating
12220065,Lee Jisoo,IBT,Choi Minseo,jisoo49@inha.edu,010-9114-6670,1998-08-16,F,"61 Jungang-Ro, Bupyeong-Gu, Incheon 122216",5,2.44,25%,Rock Climbing
12220066,Kang Seoyeon,IBT,Jung Hoseok,seoyeon98@inha.edu,010-7036-2767,1998-03-11,F,"90 Cheongun-Ro, Namdong-Gu, Incheon 128539",5,3.1,100%,Music Society
12220067,Choi Soojin,IBT,Kang Daehyun,soojin78@inha.edu,010-6575-1613,2003-11-11,F,"28 Ondang-Ro, Bupyeong-Gu, Incheon 124011",5,4.47,Full Tuition Fee,Kayaking
12220068,Kobayashi Riku,KLC,Jung Eunji,riku84@inha.edu,010-6258-3527,2000-11-10,M,"94 Jungang-Ro, Namdong-Gu, Incheon 127587",5,4.36,Full Tuition Fee,Music Society
12220069,Islom,ISE,Jung Eunji,islom62@inha.edu,010-5522-3013,1996-06-03,M,"64 Cheongun-Ro, Bupyeong-Gu, Incheon 120283",5,4.17,50%,Rock Climbing
12220070,Kim Minho,IBT,Choi Minseo,minho19@inha.edu,010-5453-4420,1999-08-25,M,"82 Geumgang-Ro, Bupyeong-Gu, Incheon 121700",5,3.61,Full Tuition Fee,Debate Team
12220071,Jung Donghyun,IBT,Lee Hana,donghyun19@inha.edu,010-3603-9566,2003-04-17,M,"87 Jungang-Ro, Gyeyang-Gu, Incheon 124298",5,3.17,100%,Skating
12220072,Thuzar Hnin,KLC,Kim Seokjin,hnin54@inha.edu,010-3413-4124,1998-11-10,F,"63 Ondang-Ro, Yeonsu-Gu, Incheon 122485",5,4.31,Full Tuition Fee,0
12220073,Kang Seoyeon,IBT,Jung Eunji,seoyeon13@inha.edu,010-9375-8517,2000-04-26,F,"5 Ondang-Ro, Gyeyang-Gu, Incheon 129612",5,3.78,50%,0
12220074,Gulnoza,ISE,Jung Hoseok,gulnoza43@inha.edu,010-2074-3303,1996-04-22,F,"19 Myeongdong-Ro, Gyeyang-Gu, Incheon 126756",5,4.35,100%,Kayaking
12220075,Jahongir,ISE,Choi Minseo,jahongir12@inha.edu,010-2101-8109,2001-08-12,M,"96 Ondang-Ro, Yeonsu-Gu, Incheon 120042",5,3.69,100%,0
12220076,Jung Donghyun,IBT,Park Jimin,donghyun23@inha.edu,010-3357-1167,2005-06-26,M,"93 Myeongdong-Ro, Seo-Gu, Incheon 120725",5,4.41,Full Tuition Fee,Game Programming
12220077,Jahongir,ISE,Lee Hana,jahongir66@inha.edu,010-2549-2559,2004-08-24,M,"41 Geumgang-Ro, Gyeyang-Gu, Incheon 124861",5,3.35,Full Tuition Fee,Music Society
12220078,Park Hyunjin,IBT,Choi Minseo,hyunjin90@inha.edu,010-1460-4917,1999-03-24,M,"69 Geumgang-Ro, Namdong-Gu, Incheon 125031",5,3.22,Full Tuition Fee,Game Programming
12220079,Park Hyunjin,IBT,Lee Hana,hyunjin25@inha.edu,010-6154-5847,2002-06-19,M,"91 Jungang-Ro, Bupyeong-Gu, Incheon 124208",5,4.43,100%,Rock Climbing
12220080,Gulnoza,ISE,Kim Seokjin,gulnoza91@inha.edu,010-2006-2387,1997-09-06,F,"98 Cheongun-Ro, Namdong-Gu, Incheon 127313",5,4.43,Full Tuition Fee,Game Programming
12220081,Azizbek,ISE,Jung Hoseok,azizbek5@inha.edu,010-9532-9045,1997-02-26,M,"38 Jungang-Ro, Yeonsu-Gu, Incheon 120938",5,3.53,100%,Dance Club
12220082,Islom,ISE,Jung Eunji,islom25@inha.edu,010-5590-5133,2003-06-16,M,"9 Myeongdong-Ro, Gyeyang-Gu, Incheon 129560",5,2.81,100%,Drama Club
12220083,Meerim Zhumagul,KLC,Jung Eunji,zhumagul81@inha.edu,010-1957-4999,2001-12-20,F,"41 Jungang-Ro, Gyeyang-Gu, Incheon 122037",5,3.74,Full Tuition Fee,Game Programming
12220084,Dilnoza,ISE,Jung Eunji,dilnoza99@inha.edu,010-6053-4458,2003-06-09,F,"82 Jungang-Ro, Yeonsu-Gu, Incheon 122496",5,2.96,50%,Debate Team
12220085,Sarvar,ISE,Lee Hana,sarvar26@inha.edu,010-4372-3659,2005-04-02,M,"29 Myeongdong-Ro, Bupyeong-Gu, Incheon 129663",5,2.8,50%,Game Programming
12220086,Adi Putri,KLC,Jung Hoseok,putri83@inha.edu,010-4089-4249,1995-09-04,F,"74 Cheongun-Ro, Yeonsu-Gu, Incheon 124313",5,4.41,Full Tuition Fee,Rock Climbing
12220087,Gulnoza,ISE,Jung Hoseok,gulnoza92@inha.edu,010-2690-2643,2003-08-15,F,"51 Jungang-Ro, Namdong-Gu, Incheon 126643",5,3.05,100%,Drama Club
12220088,Aung Kyaw,KLC,Jung Eunji,kyaw58@inha.edu,010-5522-6809,1999-07-14,M,"6 Myeongdong-Ro, Yeonsu-Gu, Incheon 124890",5,2.94,100%,0
12220089,Park Hyunjin,IBT,Park Jimin,hyunjin14@inha.edu,010-7944-1718,2000-07-07,M,"27 Myeongdong-Ro, Yeonsu-Gu, Incheon 123044",5,3.05,25%,Game Programming
12220090,Azizbek,ISE,Lee Hana,azizbek23@inha.edu,010-1987-9723,2005-07-10,M,"66 Cheongun-Ro, Seo-Gu, Incheon 121156",5,3.1,Full Tuition Fee,Debate Team
12220091,Shohjahon,ISE,Kim Seokjin,shohjahon64@inha.edu,010-6810-5886,2000-08-14,M,"91 Geumgang-Ro, Bupyeong-Gu, Incheon 124212",5,2.26,Full Tuition Fee,Skating
12220092,Kang Seoyeon,IBT,Jung Hoseok,seoyeon13@inha.edu,010-4412-7372,2004-07-04,F,"97 Cheongun-Ro, Yeonsu-Gu, Incheon 121231",5,3.84,Full Tuition Fee,Game Programming
12220093,Islom,ISE,Jung Eunji,islom78@inha.edu,010-4326-7673,1997-02-14,M,"58 Geumgang-Ro, Gyeyang-Gu, Incheon 128771",5,3.39,Full Tuition Fee,Drama Club
12220094,Sarvar,ISE,Lee Hana,sarvar34@inha.edu,010-3546-6897,1995-09-18,M,"10 Ondang-Ro, Seo-Gu, Incheon 122999",5,4.05,25%,Dance Club
12220095,Jahongir,ISE,Park Jimin,jahongir33@inha.edu,010-5070-5465,2004-09-24,M,"17 Myeongdong-Ro, Gyeyang-Gu, Incheon 124999",5,2.54,25%,Drama Club
12220096,Choi Soojin,IBT,Kim Seokjin,soojin41@inha.edu,010-8075-6172,2002-10-04,F,"54 Jungang-Ro, Yeonsu-Gu, Incheon 129530",5,2.02,Full Tuition Fee,Drama Club
12220097,Kang Seoyeon,IBT,Jung Hoseok,seoyeon30@inha.edu,010-8658-7328,2001-10-05,F,"63 Ondang-Ro, Gyeyang-Gu, Incheon 125083",5,3.52,Full Tuition Fee,Rock Climbing
12220098,Lee Jisoo,IBT,Kim Seokjin,jisoo58@inha.edu,010-8262-3710,2000-03-11,F,"12 Geumgang-Ro, Gyeyang-Gu, Incheon 124052",5,3.56,100%,Game Programming
12220099,Ziyoda,ISE,Jung Hoseok,ziyoda33@inha.edu,010-3328-8510,2005-11-07,F,"90 Cheongun-Ro, Namdong-Gu, Incheon 128469",5,2.43,50%,Rock Climbing
12220100,Kim Minho,IBT,Park Jimin,minho46@inha.edu,010-4663-3903,1998-01-27,M,"22 Myeongdong-Ro, Bupyeong-Gu, Incheon 120429",5,2.37,Full Tuition Fee,Music Society
12220101,Meerim Zhumagul,KLC,Jung Eunji,zhumagul60@inha.edu,010-7501-9273,1999-12-26,F,"60 Ondang-Ro, Seo-Gu, Incheon 124121",5,3.61,25%,0
12220102,Jahongir,ISE,Park Jimin,jahongir71@inha.edu,010-7794-1549,1997-06-26,M,"75 Myeongdong-Ro, Gyeyang-Gu, Incheon 124612",5,3.64,Full Tuition Fee,Skating
12220103,Kim Minho,IBT,Park Jimin,minho61@inha.edu,010-1507-3062,1998-06-01,M,"67 Ondang-Ro, Bupyeong-Gu, Incheon 124612",5,2.74,Full Tuition Fee,0
12220104,Jung Donghyun,IBT,Jung Hoseok,donghyun10@inha.edu,010-6019-2195,2001-05-21,M,"62 Jungang-Ro, Namdong-Gu, Incheon 128730",5,2.15,Full Tuition Fee,Skating
12220105,Lee Jisoo,IBT,Jung Hoseok,jisoo33@inha.edu,010-2655-2603,2001-03-27,F,"40 Geumgang-Ro, Bupyeong-Gu, Incheon 122404",5,3.88,50%,Kayaking
12220106,Aibek Temir,KLC,Jung Eunji,temir98@inha.edu,010-1139-2711,2000-08-14,M,"26 Myeongdong-Ro, Bupyeong-Gu, Incheon 127572",5,3.49,Full Tuition Fee,Debate Team
12220107,Kim Minho,IBT,Jung Eunji,minho66@inha.edu,010-2320-8050,1996-11-02,M,"79 Ondang-Ro, Yeonsu-Gu, Incheon 128198",5,2.75,50%,Debate Team
12220108,Park Hyunjin,IBT,Kim Seokjin,hyunjin76@inha.edu,010-4306-1332,2004-05-16,M,"27 Jungang-Ro, Gyeyang-Gu, Incheon 126299",5,3.24,Full Tuition Fee,Debate Team
12220109,Azizbek,ISE,Kang Daehyun,azizbek81@inha.edu,010-2576-2463,1999-06-07,M,"82 Myeongdong-Ro, Namdong-Gu, Incheon 127062",5,3.42,100%,Debate Team
12220110,Lee Jisoo,IBT,Choi Minseo,jisoo3@inha.edu,010-6928-8110,2005-05-03,F,"73 Cheongun-Ro, Gyeyang-Gu, Incheon 129125",5,2.08,Full Tuition Fee,Drama Club
12220111,Thuzar Hnin,KLC,Kim Seokjin,hnin48@inha.edu,010-7899-1526,1999-11-16,F,"96 Ondang-Ro, Gyeyang-Gu, Incheon 124721",5,3.7,100%,Kayaking
12220112,Park Hyunjin,IBT,Jung Eunji,hyunjin37@inha.edu,010-4592-3952,2000-06-07,M,"47 Jungang-Ro, Namdong-Gu, Incheon 121735",5,4.24,Full Tuition Fee,Debate Team
12220113,Kang Seoyeon,IBT,Jung Hoseok,seoyeon22@inha.edu,010-4189-1223,1998-01-27,F,"12 Ondang-Ro, Seo-Gu, Incheon 123142",5,4.24,Full Tuition Fee,0
12220114,Jahongir,ISE,Kim Seokjin,jahongir92@inha.edu,010-5265-4237,2002-12-03,M,"20 Jungang-Ro, Gyeyang-Gu, Incheon 127390",5,3.26,100%,0
